term,draw_time,draw_result,front_numbers,back_numbers
16056,2016-05-16 21:15:00,"07,09,12,19,23,25,26|17","['07', '09', '12', '19', '23', '25', '26']",['17']
16055,2016-05-13 21:15:00,"03,09,12,14,16,19,24|01","['03', '09', '12', '14', '16', '19', '24']",['01']
16054,2016-05-11 21:15:00,"04,06,10,15,21,22,29|11","['04', '06', '10', '15', '21', '22', '29']",['11']
16053,2016-05-09 21:15:00,"01,21,24,26,27,28,30|08","['01', '21', '24', '26', '27', '28', '30']",['08']
16052,2016-05-06 21:15:04,"03,04,05,08,14,16,29|12","['03', '04', '05', '08', '14', '16', '29']",['12']
16051,2016-05-04 21:15:44,"04,07,14,19,25,26,30|08","['04', '07', '14', '19', '25', '26', '30']",['08']
16050,2016-05-02 21:15:23,"03,10,13,15,24,25,27|12","['03', '10', '13', '15', '24', '25', '27']",['12']
16049,2016-04-29 21:15:00,"04,06,07,11,21,25,27|10","['04', '06', '07', '11', '21', '25', '27']",['10']
16048,2016-04-27 21:15:00,"04,09,11,12,13,14,18|19","['04', '09', '11', '12', '13', '14', '18']",['19']
16047,2016-04-25 21:15:00,"01,03,09,10,14,19,20|06","['01', '03', '09', '10', '14', '19', '20']",['06']
16046,2016-04-22 21:15:00,"08,10,11,13,14,21,23|12","['08', '10', '11', '13', '14', '21', '23']",['12']
16045,2016-04-20 21:15:00,"07,09,20,21,22,25,28|23","['07', '09', '20', '21', '22', '25', '28']",['23']
16044,2016-04-18 21:15:00,"03,09,15,16,17,18,21|05","['03', '09', '15', '16', '17', '18', '21']",['05']
16043,2016-04-15 21:15:00,"02,06,11,23,26,28,29|21","['02', '06', '11', '23', '26', '28', '29']",['21']
16042,2016-04-13 21:15:00,"02,06,07,08,09,10,28|12","['02', '06', '07', '08', '09', '10', '28']",['12']
16041,2016-04-11 21:15:00,"03,14,16,19,23,26,27|11","['03', '14', '16', '19', '23', '26', '27']",['11']
16040,2016-04-08 21:15:00,"01,12,13,18,24,26,30|14","['01', '12', '13', '18', '24', '26', '30']",['14']
16039,2016-04-06 21:15:00,"03,06,10,13,16,17,30|11","['03', '06', '10', '13', '16', '17', '30']",['11']
16038,2016-04-04 21:15:00,"02,10,11,18,22,25,29|04","['02', '10', '11', '18', '22', '25', '29']",['04']
16037,2016-04-01 21:15:00,"04,10,19,24,27,28,29|09","['04', '10', '19', '24', '27', '28', '29']",['09']
16036,2016-03-30 21:15:00,"16,18,21,24,27,28,30|10","['16', '18', '21', '24', '27', '28', '30']",['10']
16035,2016-03-28 21:15:00,"04,11,14,16,17,19,21|29","['04', '11', '14', '16', '17', '19', '21']",['29']
16034,2016-03-25 21:15:00,"02,07,13,14,20,23,29|10","['02', '07', '13', '14', '20', '23', '29']",['10']
16033,2016-03-23 21:15:00,"02,06,10,11,13,17,24|29","['02', '06', '10', '11', '13', '17', '24']",['29']
16032,2016-03-21 21:15:00,"02,12,15,16,20,23,24|18","['02', '12', '15', '16', '20', '23', '24']",['18']
16031,2016-03-18 21:15:00,"04,14,19,23,24,28,29|18","['04', '14', '19', '23', '24', '28', '29']",['18']
16030,2016-03-16 21:15:00,"07,16,19,21,23,29,30|10","['07', '16', '19', '21', '23', '29', '30']",['10']
16029,2016-03-14 21:15:50,"01,03,05,07,15,17,25|09","['01', '03', '05', '07', '15', '17', '25']",['09']
16028,2016-03-11 21:15:00,"01,02,09,15,16,24,26|21","['01', '02', '09', '15', '16', '24', '26']",['21']
16027,2016-03-09 21:15:00,"02,03,06,07,08,09,28|04","['02', '03', '06', '07', '08', '09', '28']",['04']
16026,2016-03-07 21:15:00,"02,06,12,17,22,25,28|05","['02', '06', '12', '17', '22', '25', '28']",['05']
16025,2016-03-04 21:15:00,"03,04,06,19,21,27,30|28","['03', '04', '06', '19', '21', '27', '30']",['28']
16024,2016-03-02 21:15:00,"02,07,09,17,18,22,28|29","['02', '07', '09', '17', '18', '22', '28']",['29']
16023,2016-02-29 21:15:00,"01,06,13,14,25,26,28|10","['01', '06', '13', '14', '25', '26', '28']",['10']
16022,2016-02-26 21:15:00,"02,09,11,13,15,18,28|06","['02', '09', '11', '13', '15', '18', '28']",['06']
16021,2016-02-24 21:15:00,"01,02,03,07,08,10,14|18","['01', '02', '03', '07', '08', '10', '14']",['18']
16020,2016-02-22 21:15:00,"11,12,18,19,20,23,27|26","['11', '12', '18', '19', '20', '23', '27']",['26']
16019,2016-02-19 21:15:00,"04,08,10,11,19,24,25|09","['04', '08', '10', '11', '19', '24', '25']",['09']
16018,2016-02-17 21:15:00,"01,05,08,10,16,23,26|18","['01', '05', '08', '10', '16', '23', '26']",['18']
16017,2016-02-15 21:15:00,"03,08,14,15,19,22,27|29","['03', '08', '14', '15', '19', '22', '27']",['29']
16016,2016-02-05 21:15:50,"05,07,09,11,12,23,25|28","['05', '07', '09', '11', '12', '23', '25']",['28']
16015,2016-02-03 21:15:00,"05,08,09,18,21,23,27|29","['05', '08', '09', '18', '21', '23', '27']",['29']
16014,2016-02-01 21:15:00,"06,08,10,13,26,28,30|19","['06', '08', '10', '13', '26', '28', '30']",['19']
16013,2016-01-29 21:15:00,"03,05,06,10,17,24,30|08","['03', '05', '06', '10', '17', '24', '30']",['08']
16012,2016-01-27 21:15:00,"02,03,08,21,24,25,26|13","['02', '03', '08', '21', '24', '25', '26']",['13']
16011,2016-01-25 21:15:00,"05,07,10,13,21,25,27|09","['05', '07', '10', '13', '21', '25', '27']",['09']
16010,2016-01-22 21:15:33,"03,07,11,12,18,29,30|10","['03', '07', '11', '12', '18', '29', '30']",['10']
16009,2016-01-20 21:15:07,"05,06,17,19,20,22,24|09","['05', '06', '17', '19', '20', '22', '24']",['09']
16008,2016-01-18 21:15:43,"01,03,04,11,12,20,21|02","['01', '03', '04', '11', '12', '20', '21']",['02']
16007,2016-01-15 21:15:11,"01,08,18,22,26,28,29|12","['01', '08', '18', '22', '26', '28', '29']",['12']
16006,2016-01-13 21:15:56,"07,09,10,12,14,19,20|13","['07', '09', '10', '12', '14', '19', '20']",['13']
16005,2016-01-11 21:15:53,"02,03,04,20,21,23,26|22","['02', '03', '04', '20', '21', '23', '26']",['22']
16004,2016-01-08 21:15:55,"04,07,09,13,15,21,28|29","['04', '07', '09', '13', '15', '21', '28']",['29']
16003,2016-01-06 21:15:58,"01,08,12,13,21,26,28|27","['01', '08', '12', '13', '21', '26', '28']",['27']
16002,2016-01-04 21:15:50,"04,06,15,18,23,25,26|12","['04', '06', '15', '18', '23', '25', '26']",['12']
16001,2016-01-01 21:15:00,"16,18,20,21,22,23,24|29","['16', '18', '20', '21', '22', '23', '24']",['29']
15153,2015-12-30 21:15:00,"12,18,19,22,23,25,30|14","['12', '18', '19', '22', '23', '25', '30']",['14']
15152,2015-12-28 21:15:00,"04,10,15,20,23,26,29|27","['04', '10', '15', '20', '23', '26', '29']",['27']
15151,2015-12-25 21:15:00,"04,06,11,15,16,17,25|01","['04', '06', '11', '15', '16', '17', '25']",['01']
15150,2015-12-23 21:15:00,"02,06,17,21,24,29,30|28","['02', '06', '17', '21', '24', '29', '30']",['28']
15149,2015-12-21 21:15:08,"08,09,10,12,24,26,29|13","['08', '09', '10', '12', '24', '26', '29']",['13']
15148,2015-12-18 21:15:00,"09,10,11,13,18,23,28|20","['09', '10', '11', '13', '18', '23', '28']",['20']
15147,2015-12-16 21:15:00,"03,05,06,09,18,27,28|11","['03', '05', '06', '09', '18', '27', '28']",['11']
15146,2015-12-14 21:15:39,"04,11,18,22,23,25,28|10","['04', '11', '18', '22', '23', '25', '28']",['10']
15145,2015-12-11 21:15:21,"04,06,12,16,17,19,25|22","['04', '06', '12', '16', '17', '19', '25']",['22']
15144,2015-12-09 21:15:59,"01,04,06,08,15,18,23|13","['01', '04', '06', '08', '15', '18', '23']",['13']
15143,2015-12-07 21:15:41,"01,05,09,15,16,25,26|21","['01', '05', '09', '15', '16', '25', '26']",['21']
15142,2015-12-04 21:15:00,"01,07,08,09,18,19,25|15","['01', '07', '08', '09', '18', '19', '25']",['15']
15141,2015-12-02 21:15:36,"05,07,08,20,23,24,27|03","['05', '07', '08', '20', '23', '24', '27']",['03']
15140,2015-11-30 21:15:00,"05,06,07,15,21,26,28|29","['05', '06', '07', '15', '21', '26', '28']",['29']
15139,2015-11-27 21:15:00,"01,04,06,17,20,25,30|03","['01', '04', '06', '17', '20', '25', '30']",['03']
15138,2015-11-25 21:15:00,"01,07,15,22,25,26,27|23","['01', '07', '15', '22', '25', '26', '27']",['23']
15137,2015-11-23 21:15:00,"02,04,09,12,15,17,18|06","['02', '04', '09', '12', '15', '17', '18']",['06']
15136,2015-11-20 21:15:00,"05,06,11,14,22,23,25|04","['05', '06', '11', '14', '22', '23', '25']",['04']
15135,2015-11-18 21:15:00,"01,13,20,23,24,27,29|15","['01', '13', '20', '23', '24', '27', '29']",['15']
15134,2015-11-16 21:15:00,"11,15,19,20,25,27,29|08","['11', '15', '19', '20', '25', '27', '29']",['08']
15133,2015-11-13 21:15:00,"03,04,08,09,12,19,28|18","['03', '04', '08', '09', '12', '19', '28']",['18']
15132,2015-11-11 21:15:00,"01,02,06,07,18,19,30|08","['01', '02', '06', '07', '18', '19', '30']",['08']
15131,2015-11-09 21:15:00,"01,05,08,11,20,23,30|03","['01', '05', '08', '11', '20', '23', '30']",['03']
15130,2015-11-06 21:15:00,"04,05,09,12,13,18,24|29","['04', '05', '09', '12', '13', '18', '24']",['29']
15129,2015-11-04 21:15:00,"01,06,07,09,14,15,22|23","['01', '06', '07', '09', '14', '15', '22']",['23']
15128,2015-11-02 21:15:00,"03,13,14,20,25,28,29|08","['03', '13', '14', '20', '25', '28', '29']",['08']
15127,2015-10-30 21:15:43,"02,10,11,14,18,20,22|26","['02', '10', '11', '14', '18', '20', '22']",['26']
15126,2015-10-28 21:15:12,"06,08,11,18,21,27,29|26","['06', '08', '11', '18', '21', '27', '29']",['26']
15125,2015-10-26 21:15:47,"02,03,15,20,21,25,27|24","['02', '03', '15', '20', '21', '25', '27']",['24']
15124,2015-10-23 21:15:03,"04,05,06,13,20,23,27|12","['04', '05', '06', '13', '20', '23', '27']",['12']
15123,2015-10-21 21:15:44,"06,23,24,25,26,28,30|18","['06', '23', '24', '25', '26', '28', '30']",['18']
15122,2015-10-19 21:15:00,"01,08,09,13,14,24,29|07","['01', '08', '09', '13', '14', '24', '29']",['07']
15121,2015-10-16 21:15:51,"11,21,23,24,25,26,29|28","['11', '21', '23', '24', '25', '26', '29']",['28']
15120,2015-10-14 21:15:09,"02,04,06,14,17,23,30|24","['02', '04', '06', '14', '17', '23', '30']",['24']
15119,2015-10-12 21:15:00,"05,10,13,22,26,28,30|14","['05', '10', '13', '22', '26', '28', '30']",['14']
15118,2015-10-09 21:15:00,"02,03,07,15,24,27,29|01","['02', '03', '07', '15', '24', '27', '29']",['01']
15117,2015-10-07 21:15:00,"01,11,13,16,19,23,25|22","['01', '11', '13', '16', '19', '23', '25']",['22']
15116,2015-10-05 21:15:00,"04,05,08,15,17,20,24|03","['04', '05', '08', '15', '17', '20', '24']",['03']
15115,2015-10-02 21:15:00,"11,16,17,18,20,26,29|04","['11', '16', '17', '18', '20', '26', '29']",['04']
15114,2015-09-30 21:15:00,"03,04,08,16,20,28,29|21","['03', '04', '08', '16', '20', '28', '29']",['21']
15113,2015-09-28 21:15:00,"05,12,14,19,21,28,29|23","['05', '12', '14', '19', '21', '28', '29']",['23']
15112,2015-09-25 21:15:26,"04,05,10,22,23,28,29|02","['04', '05', '10', '22', '23', '28', '29']",['02']
15111,2015-09-23 21:15:00,"06,08,11,13,15,19,26|03","['06', '08', '11', '13', '15', '19', '26']",['03']
15110,2015-09-21 21:15:00,"02,04,05,06,08,11,12|07","['02', '04', '05', '06', '08', '11', '12']",['07']
15109,2015-09-18 21:15:00,"01,06,13,17,18,21,27|16","['01', '06', '13', '17', '18', '21', '27']",['16']
15108,2015-09-16 21:15:00,"06,07,08,12,22,24,29|25","['06', '07', '08', '12', '22', '24', '29']",['25']
15107,2015-09-14 21:15:17,"03,06,07,10,13,24,25|01","['03', '06', '07', '10', '13', '24', '25']",['01']
15106,2015-09-11 21:15:42,"01,02,14,17,20,23,29|28","['01', '02', '14', '17', '20', '23', '29']",['28']
15105,2015-09-09 21:15:06,"08,14,15,20,21,23,27|28","['08', '14', '15', '20', '21', '23', '27']",['28']
15104,2015-09-07 21:15:58,"04,05,12,16,20,23,24|01","['04', '05', '12', '16', '20', '23', '24']",['01']
15103,2015-09-04 21:15:08,"03,06,20,22,26,27,29|02","['03', '06', '20', '22', '26', '27', '29']",['02']
15102,2015-09-02 21:15:40,"02,05,08,10,18,26,27|04","['02', '05', '08', '10', '18', '26', '27']",['04']
15101,2015-08-31 21:15:07,"07,12,16,18,22,23,29|06","['07', '12', '16', '18', '22', '23', '29']",['06']
15100,2015-08-28 21:15:00,"03,06,07,12,19,22,29|18","['03', '06', '07', '12', '19', '22', '29']",['18']
15099,2015-08-26 21:15:00,"01,03,08,09,18,23,24|17","['01', '03', '08', '09', '18', '23', '24']",['17']
15098,2015-08-24 21:15:00,"03,05,11,20,22,23,24|28","['03', '05', '11', '20', '22', '23', '24']",['28']
15097,2015-08-21 21:15:00,"02,04,14,16,18,27,28|09","['02', '04', '14', '16', '18', '27', '28']",['09']
15096,2015-08-19 21:15:00,"01,07,11,12,17,19,25|13","['01', '07', '11', '12', '17', '19', '25']",['13']
15095,2015-08-17 21:15:00,"01,02,10,13,21,26,27|09","['01', '02', '10', '13', '21', '26', '27']",['09']
15094,2015-08-14 21:15:00,"01,04,06,16,19,23,26|22","['01', '04', '06', '16', '19', '23', '26']",['22']
15093,2015-08-12 21:15:00,"03,07,09,14,15,19,24|25","['03', '07', '09', '14', '15', '19', '24']",['25']
15092,2015-08-10 21:15:00,"03,05,06,15,16,17,30|08","['03', '05', '06', '15', '16', '17', '30']",['08']
15091,2015-08-07 21:15:00,"08,10,15,16,17,22,24|07","['08', '10', '15', '16', '17', '22', '24']",['07']
15090,2015-08-05 21:15:00,"06,13,17,18,23,24,27|12","['06', '13', '17', '18', '23', '24', '27']",['12']
15089,2015-08-03 21:15:00,"03,22,23,24,27,28,30|19","['03', '22', '23', '24', '27', '28', '30']",['19']
15088,2015-07-31 21:15:00,"01,08,14,15,18,19,22|26","['01', '08', '14', '15', '18', '19', '22']",['26']
15087,2015-07-29 21:15:00,"03,04,09,16,24,26,30|21","['03', '04', '09', '16', '24', '26', '30']",['21']
15086,2015-07-27 21:15:00,"04,05,06,08,16,19,25|28","['04', '05', '06', '08', '16', '19', '25']",['28']
15085,2015-07-24 21:15:00,"01,03,04,11,13,16,21|28","['01', '03', '04', '11', '13', '16', '21']",['28']
15084,2015-07-22 21:15:00,"02,08,15,17,22,27,30|28","['02', '08', '15', '17', '22', '27', '30']",['28']
15083,2015-07-20 21:15:00,"07,10,12,19,24,25,28|26","['07', '10', '12', '19', '24', '25', '28']",['26']
15082,2015-07-17 21:15:00,"03,05,07,14,17,23,30|13","['03', '05', '07', '14', '17', '23', '30']",['13']
15081,2015-07-15 21:15:00,"06,11,13,18,25,27,28|21","['06', '11', '13', '18', '25', '27', '28']",['21']
15080,2015-07-13 21:15:00,"01,11,14,16,26,27,30|09","['01', '11', '14', '16', '26', '27', '30']",['09']
15079,2015-07-10 21:15:00,"04,09,16,18,20,21,26|01","['04', '09', '16', '18', '20', '21', '26']",['01']
15078,2015-07-08 21:15:00,"01,09,14,16,17,19,28|13","['01', '09', '14', '16', '17', '19', '28']",['13']
15077,2015-07-06 21:15:00,"03,06,07,09,17,20,28|29","['03', '06', '07', '09', '17', '20', '28']",['29']
15076,2015-07-03 21:15:00,"03,10,14,19,20,23,28|25","['03', '10', '14', '19', '20', '23', '28']",['25']
15075,2015-07-01 21:15:00,"04,12,13,18,19,20,30|22","['04', '12', '13', '18', '19', '20', '30']",['22']
15074,2015-06-29 21:15:00,"01,08,09,16,18,21,28|26","['01', '08', '09', '16', '18', '21', '28']",['26']
15073,2015-06-26 21:15:00,"06,07,13,20,24,25,30|03","['06', '07', '13', '20', '24', '25', '30']",['03']
15072,2015-06-24 21:15:00,"04,10,12,13,23,26,27|30","['04', '10', '12', '13', '23', '26', '27']",['30']
15071,2015-06-22 21:15:00,"01,02,13,20,21,23,29|12","['01', '02', '13', '20', '21', '23', '29']",['12']
15070,2015-06-19 21:15:00,"01,02,05,10,15,25,28|27","['01', '02', '05', '10', '15', '25', '28']",['27']
15069,2015-06-17 21:15:00,"03,07,13,15,17,28,30|08","['03', '07', '13', '15', '17', '28', '30']",['08']
15068,2015-06-15 21:15:00,"01,04,05,10,15,19,30|28","['01', '04', '05', '10', '15', '19', '30']",['28']
15067,2015-06-12 21:15:00,"03,05,12,20,21,26,28|29","['03', '05', '12', '20', '21', '26', '28']",['29']
15066,2015-06-10 21:15:00,"01,06,07,09,15,16,28|12","['01', '06', '07', '09', '15', '16', '28']",['12']
15065,2015-06-08 21:15:00,"02,04,05,06,15,19,24|09","['02', '04', '05', '06', '15', '19', '24']",['09']
15064,2015-06-05 21:15:00,"02,08,15,18,25,27,30|21","['02', '08', '15', '18', '25', '27', '30']",['21']
15063,2015-06-03 21:15:00,"02,05,11,12,15,17,24|03","['02', '05', '11', '12', '15', '17', '24']",['03']
15062,2015-06-01 21:15:00,"03,08,09,11,15,19,30|12","['03', '08', '09', '11', '15', '19', '30']",['12']
15061,2015-05-29 21:15:00,"04,06,07,16,18,23,25|15","['04', '06', '07', '16', '18', '23', '25']",['15']
15060,2015-05-27 21:15:00,"03,04,14,16,24,27,29|25","['03', '04', '14', '16', '24', '27', '29']",['25']
15059,2015-05-25 21:15:00,"02,04,06,20,26,29,30|03","['02', '04', '06', '20', '26', '29', '30']",['03']
15058,2015-05-22 21:15:00,"07,08,12,21,26,29,30|09","['07', '08', '12', '21', '26', '29', '30']",['09']
15057,2015-05-20 21:15:00,"04,08,10,15,20,22,27|28","['04', '08', '10', '15', '20', '22', '27']",['28']
15056,2015-05-18 21:15:00,"05,08,19,24,26,28,30|25","['05', '08', '19', '24', '26', '28', '30']",['25']
15055,2015-05-15 21:15:00,"02,03,05,17,21,25,26|09","['02', '03', '05', '17', '21', '25', '26']",['09']
15054,2015-05-13 21:15:00,"01,07,09,10,12,23,25|18","['01', '07', '09', '10', '12', '23', '25']",['18']
15053,2015-05-11 21:15:00,"04,07,09,14,18,21,28|13","['04', '07', '09', '14', '18', '21', '28']",['13']
15052,2015-05-08 21:15:00,"02,04,05,13,19,21,27|09","['02', '04', '05', '13', '19', '21', '27']",['09']
15051,2015-05-06 21:15:00,"02,10,11,13,22,24,27|19","['02', '10', '11', '13', '22', '24', '27']",['19']
15050,2015-05-04 21:15:00,"04,07,09,17,26,29,30|27","['04', '07', '09', '17', '26', '29', '30']",['27']
15049,2015-05-01 21:15:00,"05,10,13,15,16,25,26|28","['05', '10', '13', '15', '16', '25', '26']",['28']
15048,2015-04-29 21:15:00,"01,02,10,12,20,22,29|14","['01', '02', '10', '12', '20', '22', '29']",['14']
15047,2015-04-27 21:15:00,"03,07,10,11,15,24,30|06","['03', '07', '10', '11', '15', '24', '30']",['06']
15046,2015-04-24 21:15:00,"01,04,13,17,19,21,23|14","['01', '04', '13', '17', '19', '21', '23']",['14']
15045,2015-04-22 21:15:00,"12,14,18,21,22,28,29|30","['12', '14', '18', '21', '22', '28', '29']",['30']
15044,2015-04-19 21:15:00,"02,06,10,18,19,26,29|16","['02', '06', '10', '18', '19', '26', '29']",['16']
15043,2015-04-17 21:15:00,"01,02,06,13,14,15,21|12","['01', '02', '06', '13', '14', '15', '21']",['12']
15042,2015-04-15 21:15:00,"02,07,14,16,17,20,22|18","['02', '07', '14', '16', '17', '20', '22']",['18']
15041,2015-04-13 21:15:00,"02,04,09,12,13,14,30|23","['02', '04', '09', '12', '13', '14', '30']",['23']
15040,2015-04-10 21:15:00,"01,02,08,13,16,17,26|27","['01', '02', '08', '13', '16', '17', '26']",['27']
15039,2015-04-08 21:15:00,"04,05,17,20,22,23,27|14","['04', '05', '17', '20', '22', '23', '27']",['14']
15038,2015-04-06 21:15:00,"03,10,14,22,23,24,27|17","['03', '10', '14', '22', '23', '24', '27']",['17']
15037,2015-04-03 21:15:00,"09,13,16,19,25,26,29|20","['09', '13', '16', '19', '25', '26', '29']",['20']
15036,2015-04-01 21:15:00,"05,06,11,13,22,28,30|07","['05', '06', '11', '13', '22', '28', '30']",['07']
15035,2015-03-30 21:15:00,"04,05,07,08,10,22,26|29","['04', '05', '07', '08', '10', '22', '26']",['29']
15034,2015-03-27 21:15:00,"08,14,16,17,27,28,30|29","['08', '14', '16', '17', '27', '28', '30']",['29']
15033,2015-03-25 21:15:00,"03,12,13,15,18,21,26|09","['03', '12', '13', '15', '18', '21', '26']",['09']
15032,2015-03-23 21:15:00,"02,03,04,06,10,19,27|08","['02', '03', '04', '06', '10', '19', '27']",['08']
15031,2015-03-20 21:15:00,"01,09,15,24,25,26,30|06","['01', '09', '15', '24', '25', '26', '30']",['06']
15030,2015-03-18 21:15:00,"03,05,14,15,23,24,27|11","['03', '05', '14', '15', '23', '24', '27']",['11']
15029,2015-03-16 21:15:00,"04,09,12,14,19,20,22|03","['04', '09', '12', '14', '19', '20', '22']",['03']
15028,2015-03-13 21:15:00,"06,19,21,22,23,27,29|05","['06', '19', '21', '22', '23', '27', '29']",['05']
15027,2015-03-11 21:15:00,"02,03,05,12,18,19,27|21","['02', '03', '05', '12', '18', '19', '27']",['21']
15026,2015-03-09 21:15:00,"09,12,13,15,20,22,23|29","['09', '12', '13', '15', '20', '22', '23']",['29']
15025,2015-03-06 21:15:00,"03,09,10,15,17,21,24|18","['03', '09', '10', '15', '17', '21', '24']",['18']
15024,2015-03-04 21:15:00,"08,10,19,23,24,26,29|12","['08', '10', '19', '23', '24', '26', '29']",['12']
15023,2015-03-02 21:15:00,"03,05,10,17,20,23,25|19","['03', '05', '10', '17', '20', '23', '25']",['19']
15022,2015-02-27 21:30:00,"07,12,14,17,18,23,26|05","['07', '12', '14', '17', '18', '23', '26']",['05']
15021,2015-02-25 21:15:00,"07,09,10,11,13,22,23|16","['07', '09', '10', '11', '13', '22', '23']",['16']
15020,2015-02-16 21:30:00,"03,06,07,11,25,29,30|17","['03', '06', '07', '11', '25', '29', '30']",['17']
15019,2015-02-13 21:30:00,"04,07,11,13,24,26,29|08","['04', '07', '11', '13', '24', '26', '29']",['08']
15018,2015-02-11 21:30:00,"02,04,08,12,15,19,28|14","['02', '04', '08', '12', '15', '19', '28']",['14']
15017,2015-02-09 21:30:00,"02,04,11,19,21,23,26|30","['02', '04', '11', '19', '21', '23', '26']",['30']
